WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000085017,urn:lsid:ipni.org:names:77369696-1,Coccoloba ruizii,"J.J.Ancona, P.Hern.-Led. & J.J.Ortiz-Diaz",J. Pl. Taxon. & Geogr. (Webbia) 80(2): 262. 2025 [18 Jul 2025] [epublished],Polygonaceae,,,
wfo-1000085001,urn:lsid:ipni.org:names:77369714-1,Anthyllis leiotricha,Borbás,Pallas Nagy Lexikona 13: 318. 1896 ,Caryophyllaceae,,,
wfo-1000083017,urn:lsid:ipni.org:names:77369816-1,Mammillaria scoria,"Gonz.-Zam., D.Aquino & Dan.Sánchez",Polibotanica 60: 8. 2025 [15 Jul 2025] [epublished],Cactaceae,,,
wfo-4100006270,urn:lsid:ipni.org:names:77369840-1,subfam. Leuenbergioideae,Mayta & Molinari,Succulentopi@ 12: 6-7. 2015 [Jan 2015] [epublished],Cactaceae,,,
wfo-1000085114,urn:lsid:ipni.org:names:77369850-1,Opuntia monacanthos,Doe,"Ann. Agric. Franç. sér. 3, 11: 53. 1833 ",Cactaceae,,,
wfo-1000085120,urn:lsid:ipni.org:names:77369876-1,Anthyllis calcicola,Schur ex Soó,Acta Bot. Acad. Sci. Hung. 10: 370. 1964 ,Caryophyllaceae,,,
wfo-1200114856,urn:lsid:ipni.org:names:77369878-1,Anthyllis calcicola f. hegetschweileri,Soó,Acta Bot. Acad. Sci. Hung. 10: 370. 1964 ,Caryophyllaceae,,,
wfo-1200114854,urn:lsid:ipni.org:names:77369880-1,Suaeda maritima var. humifusa,Provost ex J.Boucaud,Atl. Pl. Basse Normandie 2171. 1998 ,Chenopodiaceae,,,
wfo-1200114858,urn:lsid:ipni.org:names:77369882-1,Anthyllis calcicola var. baldensis,(Sagorski) Soó,Acta Bot. Acad. Sci. Hung. 10: 370. 1964 ,Caryophyllaceae,,Leguminosae Anthyllis vulneraria L. [infrasp.unranked] baldensis Sagorski,(Sagorski)
wfo-4100006260,urn:lsid:ipni.org:names:32685-1,Lemia,Vand.,"Fl. Lusit. Brasil. Spec. 35, t. 2. f. 15. 1788; et in Roem. Script. 116., t. 7. f. 15 (1796). ",Portulacaceae,,,
wfo-1000085050,urn:lsid:ipni.org:names:133853-1,Leuchtenbergia principis,Fisch. ex Hook.,Bot. Mag. 74: t. 4393. 1848 [1 Sep 1848] ,Cactaceae,,,
wfo-1000084785,urn:lsid:ipni.org:names:77221938-1,Stellaria × glauciformis,Bouvet,Bull. Soc. Études Sci. Angers 3: 99. 1874 [dt. 1873; publ. 1874] (as 'glaucaeformis'),Caryophyllaceae,,,
wfo-1000085060,urn:lsid:ipni.org:names:136790-1,Opuntia maxonii,J.G.Ortega,Fl. Indíg. Sinaloa Fam. Cact. C.: 11. 1929 ,Cactaceae,,,
wfo-1000085061,urn:lsid:ipni.org:names:136666-1,Opuntia hitchcockii,J.G.Ortega,Fl. Indíg. Sinaloa Fam. Cact. C.: 12. 1929 ,Cactaceae,,,
wfo-1000085062,urn:lsid:ipni.org:names:137065-1,Opuntia spraguei,J.G.Ortega,Fl. Indíg. Sinaloa Fam. Cact. C.: 6. 1929 ,Cactaceae,,,
wfo-1000085063,urn:lsid:ipni.org:names:136989-1,Opuntia robinsonii,J.G.Ortega,Fl. Indíg. Sinaloa Fam. Cact. C.: 10. 1929 ,Cactaceae,,,
wfo-1000085068,urn:lsid:ipni.org:names:136393-1,Opuntia bonplandii,hort. ex Pfeiff.,Enum. Diagn. Cact. 161. 1837 [19-25 Feb 1837] ,Cactaceae,nom. inval.    pro syn.,,
wfo-1200114841,urn:lsid:ipni.org:names:77252738-1,Heliosperma veselskyi subsp. glutinosa,(H.Neumayer) E.Mayer,Annum Hort. Labac. Solemn. 35. 1960 ,Caryophyllaceae,,,(H.Neumayer)
wfo-1200114842,urn:lsid:ipni.org:names:951880-1,Lychnis alpina var. serpentinicola,(Rune) P.Kallio & Y.Mäkinen,"Ann. Univ. Turku., A 67: 63. 1982 ",Caryophyllaceae,,Caryophyllaceae Viscaria alpina G.Don var. serpentinicola,(Rune)
wfo-1000085080,urn:lsid:ipni.org:names:911446-1,Silene × intermedia,(Schur) Philp,Atlas Kent Flora 34. 1982 ,Caryophyllaceae,", without basionym ref.",Basionym Not stated,(Schur)
wfo-1000084878,urn:lsid:ipni.org:names:77141854-1,Corispermum ellipsocarpum,(C.P.Tsien & C.G.Ma) Sukhor. & M.L.Zhang,Phytotaxa 172(2): 88. 2014 [13 Jun 2014] [epublished],Chenopodiaceae,,Chenopodiaceae Corispermum puberulum Iljin var. ellipsocarpum C.P.Tsien & C.G.Ma,(C.P.Tsien & C.G.Ma)
wfo-1000084879,urn:lsid:ipni.org:names:77141446-1,Corispermum iljinii,Sukhor. & M.L.Zhang,Phytotaxa 172(2): 83. 2014 [13 Jun 2014] [epublished],Chenopodiaceae,,,
wfo-1000084880,urn:lsid:ipni.org:names:77141852-1,Corispermum nanum,Sukhor. & M.L.Zhang,Phytotaxa 172(2): 84. 2014 [13 Jun 2014] [epublished],Chenopodiaceae,,,
wfo-1000084914,urn:lsid:ipni.org:names:926202-1,Halimocnemis subsect. Brachyphylla,U.P.Pratov,Aktualʹnye Voprosy Bot. SSSR 28. 1988 ,Chenopodiaceae,", without latin descr.",,
wfo-1000084915,urn:lsid:ipni.org:names:926201-1,Halimocnemis subsect. Dolichophyllae,U.P.Pratov,Aktualʹnye Voprosy Bot. SSSR 28. 1988 ,Chenopodiaceae,", without latin descr. or type.",,
wfo-1000084916,urn:lsid:ipni.org:names:926200-1,Halimocnemis sect. Pentamerae,U.P.Pratov,Aktualʹnye Voprosy Bot. SSSR 28. 1988 ,Chenopodiaceae,", without latin descr. or type.",,
wfo-1000085104,urn:lsid:ipni.org:names:59546-1,Amaranthus lacteus,not_stated,Elench. Pl. Hort. Amstel. 1814: 52. ,Amaranthaceae,,,
wfo-1000084927,urn:lsid:ipni.org:names:164890-1,Chenopodium corispermifolium,hort.,"Elench. Pl. Hort. Amstel. 1814: 14. , nomen",Chenopodiaceae,,,
wfo-1000085106,urn:lsid:ipni.org:names:165607-1,Fredolia aretioides,Coss. & Durieu ex Bunge,"Mém. Acad. Imp. Sci. Saint Pétersbourg, Sér. 7. 4(11): 35. 1862 [May-Jun 1862] ; =Anabas. Rev.",Chenopodiaceae,,,
wfo-1000084934,urn:lsid:ipni.org:names:77157343-1,Koenigia yatagaiana,(K.Mori) T.C.Hsu & S.W.Chung,Phytotaxa 270(1): 69. 2016 [12 Aug 2016] [epublished],Polygonaceae,,Polygonaceae Polygonum yatagaianum K.Mori,(K.Mori)
wfo-4100006276,urn:lsid:ipni.org:names:6188-1,Anthyllis,Adans.,Fam. Pl. (Adanson) 2: 271. 1763 ,Caryophyllaceae,,,
