WFOID,IPNID,scientificName,authorship,namePublishedin,Genus,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200116640,urn:lsid:ipni.org:names:77376016-1,Amaryllidaceae,Narcissus × jalamensis nothosubsp. sanabrensis,"(Patino, Urrutia & J.Valencia) Z.H.Feng",Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Narcissus,,"Amaryllidaceae Narcissus × brevitubulosus A.Fern. nothosubsp. sanabrensis Patino, Urrutia & J.Valencia","(Patino, Urrutia & J.Valencia)"
wfo-1200116641,urn:lsid:ipni.org:names:77376017-1,Apiaceae,Pimpinella saxifraga nothosubsp. subnigra,(Tzvelev) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Pimpinella,,Apiaceae Pimpinella × subnigra Tzvelev,(Tzvelev)
wfo-1200116642,urn:lsid:ipni.org:names:77376018-1,Cistaceae,Fumana ericoides nothosubsp. saguntina,(Pérez Dacosta) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Fumana,,Cistaceae Fumana × saguntina Pérez Dacosta,(Pérez Dacosta)
wfo-1200116643,urn:lsid:ipni.org:names:77376019-1,Cistaceae,Helianthemum apenninum nothosubsp. serranicum,(Mateo) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Helianthemum,,Cistaceae Helianthemum × serranicum Mateo,(Mateo)
wfo-1200116644,urn:lsid:ipni.org:names:77376020-1,Cistaceae,Helianthemum cinereum nothosubsp. pseudocinereum,(Pérez Dacosta & Mateo) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Helianthemum,,Cistaceae Helianthemum × pseudocinereum Pérez Dacosta & Mateo,(Pérez Dacosta & Mateo)
wfo-1200116645,urn:lsid:ipni.org:names:77376021-1,Crassulaceae,Crassula alpestris nothosubsp. acocksii,(P.V.Heath) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Crassula,,Crassulaceae Tetraphyle alpestris (Thunb.) P.V.Heath nothovar. acocksii P.V.Heath,(P.V.Heath)
wfo-1200116647,urn:lsid:ipni.org:names:77376023-1,Lamiaceae,Clinopodium nepeta nothosubsp. padureanum,(Rottenst.) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Clinopodium,,Lamiaceae Clinopodium × padureanum Rottenst.,(Rottenst.)
wfo-1200116648,urn:lsid:ipni.org:names:77376024-1,Lamiaceae,Mentha spicata nothosubsp. vergoereri,(Starm.) Z.H.Feng,Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Mentha,,Lamiaceae Mentha × vergoereri Starm.,(Starm.)
wfo-1200116649,urn:lsid:ipni.org:names:77376025-1,Lamiaceae,Salvia officinalis nothosubsp. albaladejitoi,"(G.Ortiz, Herráiz, García Cardo, Melero & Raúl Sánchez) Z.H.Feng",Plant 14(1): 10. 2026 [27 Jan 2026] [epublished],Salvia,,"Lamiaceae Salvia × accidentalis Sánchez-Gómez & R.Morales nothosubsp. albaladejitoi G.Ortiz, Herráiz, García Cardo, Melero & Raúl Sánchez","(G.Ortiz, Herráiz, García Cardo, Melero & Raúl Sánchez)"
wfo-1000088005,urn:lsid:ipni.org:names:77376176-1,Lamiaceae,Monarda reedii,Floden & J.F.Towns.,Phytotaxa 739(3): 264. 2026 [30 Jan 2026] [epublished],Monarda,,,
wfo-1200116756,urn:lsid:ipni.org:names:77376208-1,Ranunculaceae,Delphinium hispanicum,Reut. ex Costa,Anales Soc. Esp. Hist. Nat. 2: 26. 1873 ,Delphinium,pro syn.    of Delphinium loscosii Costa,,
wfo-1200116757,urn:lsid:ipni.org:names:77376253-1,Ranunculaceae,Consolida orientalis subsp. hispanica,(Willk. ex Costa) Schrödinger,"Abh. K. K. Zool.-Bot. Ges. Wien 4(5): 8, fig. 3c, 62. 1909 ",Consolida,,Ranunculaceae Delphinium hispanicum Willk. ex Costa,(Willk. ex Costa)
