WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000077822,urn:lsid:ipni.org:names:77354915-1,Pongamia multiflora,(Collett & Hemsl.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia multiflora Collett & Hemsl.,(Collett & Hemsl.)
wfo-1000077823,urn:lsid:ipni.org:names:77354916-1,Pongamia nepalensis,(R.Parker) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia nepalensis R.Parker,(R.Parker)
wfo-1000077824,urn:lsid:ipni.org:names:77354917-1,Pongamia nigrescens,(Gagnep.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia nigrescens Gagnep.,(Gagnep.)
wfo-1000077825,urn:lsid:ipni.org:names:77354918-1,Pongamia ophirensis,(Ridl.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Fordia ophirensis Ridl.,(Ridl.)
wfo-1000077840,urn:lsid:ipni.org:names:77355044-1,Pongamia oraria,(Hance) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Tephrosia oraria Hance,(Hance)
wfo-1000077841,urn:lsid:ipni.org:names:77355045-1,Pongamia pauciflora,(Dunn) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Fordia pauciflora Dunn,(Dunn)
wfo-1000077842,urn:lsid:ipni.org:names:77355046-1,Pongamia peguensis,(Ali) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia peguensis Ali,(Ali)
wfo-1000077843,urn:lsid:ipni.org:names:77355047-1,Pongamia penicillata,(Gagnep.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia penicillata Gagnep.,(Gagnep.)
wfo-1000077844,urn:lsid:ipni.org:names:77355048-1,Pongamia phuwuaensis,(Mattapha & Suddee) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia phuwuaensis Mattapha & Suddee,(Mattapha & Suddee)
wfo-1000077845,urn:lsid:ipni.org:names:77355049-1,Pongamia platyphylla,(Merr. ex Dunn) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia platyphylla Merr. ex Dunn,(Merr. ex Dunn)
wfo-1000077846,urn:lsid:ipni.org:names:77355050-1,Pongamia principis,(Gagnep.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 14. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia principis Gagnep.,(Gagnep.)
wfo-1000077847,urn:lsid:ipni.org:names:77355051-1,Pongamia pterocarpa,(Dunn) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia pterocarpa Dunn,(Dunn)
wfo-1000077848,urn:lsid:ipni.org:names:77355052-1,Pongamia puerarioides,(Prain) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia puerarioides Prain,(Prain)
wfo-1000077849,urn:lsid:ipni.org:names:77355053-1,Pongamia pulchra,(Benth.) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Mundulea pulchra Benth.,(Benth.)
wfo-1200110303,urn:lsid:ipni.org:names:77355054-1,Pongamia pulchra var. chinensis,(Dunn) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia pulchra Kurz var. chinensis Dunn,(Dunn)
wfo-1200110304,urn:lsid:ipni.org:names:77355055-1,Pongamia pulchra var. microphylla,(Dunn) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Millettia pulchra Kurz var. microphylla Dunn,(Dunn)
wfo-1000077850,urn:lsid:ipni.org:names:77355056-1,Pongamia pyrrhocarpa,"(Mattapha, F.Forest & Hawkins) Z.Q.Song",Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,"Leguminosae Millettia pyrrhocarpa Mattapha, F.Forest & Hawkins","(Mattapha, F.Forest & Hawkins)"
wfo-1000077851,urn:lsid:ipni.org:names:77355057-1,Pongamia rheophytica,(J.R.M.Buijsen) Z.Q.Song,Molec. Phylogen. Evol. 204-108254: 15. 2024 [28 Nov 2024] [epublished],Leguminosae,,Leguminosae Fordia splendidissima (Blume ex Miq.) J.R.M.Buijsen subsp. rheophytica J.R.M.Buijsen,(J.R.M.Buijsen)
