WFOID,IPNID,scientificName,authorship,namePublishedin,Family,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000079626,urn:lsid:ipni.org:names:77358880-1,Brasiliopteris pohliana,"(Kunze) J.Prado, Schuettp. & Yatsk.",Taxon 74(2): 275. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Notholaena pohliana Kunze,(Kunze)
wfo-1000079631,urn:lsid:ipni.org:names:77358898-1,Choristosoria multifida,(Sw.) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Adiantum multifidum Sw.,(Sw.)
wfo-1000079632,urn:lsid:ipni.org:names:77358899-1,Choristosoria dolomiticola,(Schelpe) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Pellaea dolomiticola Schelpe,(Schelpe)
wfo-1000079633,urn:lsid:ipni.org:names:77358900-1,Choristosoria induta,(Kunze) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes induta Kunze,(Kunze)
wfo-1000079634,urn:lsid:ipni.org:names:77358901-1,Choristosoria namaquensis,(Baker) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Pellaea namaquensis Baker,(Baker)
wfo-1000079635,urn:lsid:ipni.org:names:77358902-1,Choristosoria leucomelas,(Mett. ex Kuhn) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Pteridaceae Pteris leucomelas Mett. ex Kuhn,(Mett. ex Kuhn)
wfo-1000079636,urn:lsid:ipni.org:names:77358903-1,Choristosoria glauca,(Sim) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Pellaea hastata (L.f.) Link var. glauca Sim,(Sim)
wfo-1000079637,urn:lsid:ipni.org:names:77358904-1,Choristosoria pentagona,(Schelpe & N.C.Anthony) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes pentagona Schelpe & N.C.Anthony,(Schelpe & N.C.Anthony)
wfo-1000079638,urn:lsid:ipni.org:names:77358905-1,Choristosoria calomelanos,(Sw.) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Pteridaceae Pteris calomelanos Sw.,(Sw.)
wfo-1000079639,urn:lsid:ipni.org:names:77358906-1,Choristosoria involuta,(Sw.) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Pteridaceae Pteris involuta Sw.,(Sw.)
wfo-1000079640,urn:lsid:ipni.org:names:77358907-1,Choristosoria lacerata,(N.C.Anthony & Schelpe) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes multifida Sw. subsp. lacerata N.C.Anthony & Schelpe,(N.C.Anthony & Schelpe)
wfo-1000079641,urn:lsid:ipni.org:names:77358909-1,Choristosoria viridis,(Forssk.) Windham & Schuettp.,Taxon 74(2): 277. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Pteridaceae Pteris viridis Forssk.,(Forssk.)
wfo-1000079642,urn:lsid:ipni.org:names:77358910-1,Choristosoria quadripinnata,(Forssk.) Windham & Schuettp.,Taxon 74(2): 277. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Pteridaceae Pteris quadripinnata Forssk.,(Forssk.)
wfo-1200111858,urn:lsid:ipni.org:names:77358912-1,Choristosoria calomelanos subsp. swynnertoniana,(Sim) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Pellaea swynnertoniana Sim,(Sim)
wfo-1200111859,urn:lsid:ipni.org:names:77358913-1,Choristosoria viridis subsp. macrophylla,(Kunze) Windham & Schuettp.,Taxon 74(2): 277. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes hastata Kunze var. macrophylla Kunze,(Kunze)
wfo-1200111860,urn:lsid:ipni.org:names:77358914-1,Choristosoria involuta subsp. obscura,(N.C.Anthony) Windham & Schuettp.,Taxon 74(2): 276. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes viridis (Forssk.) Sw. var. obscura N.C.Anthony,(N.C.Anthony)
wfo-4100005084,urn:lsid:ipni.org:names:77358918-1,Christenhuszia,Schuettp. & J.Prado,Taxon 74(2): 277. 2025 [17 Feb 2025] [epublished],Pteridaceae,,,
wfo-1000079647,urn:lsid:ipni.org:names:77358921-1,Christenhuszia cantangensis,(R.M.Tryon) Schuettp. & J.Prado,Taxon 74(2): 277. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Notholaena cantangensis R.M.Tryon,(R.M.Tryon)
wfo-1000079648,urn:lsid:ipni.org:names:77358922-1,Christenhuszia hassleri,(Weath.) Schuettp. & J.Prado,Taxon 74(2): 277. 2025 [17 Feb 2025] [epublished],Pteridaceae,,Adiantaceae Notholaena hassleri Weath.,(Weath.)
wfo-1000079649,urn:lsid:ipni.org:names:77358925-1,Doryopteris incisa,(Kunze ex Mett.) J.Prado & Schuettp.,Taxon 74(2): 277. 2025 [17 Feb 2025] [epublished],Adiantaceae,,Adiantaceae Cheilanthes incisa Kunze ex Mett.,(Kunze ex Mett.)
wfo-4100005085,urn:lsid:ipni.org:names:77358927-1,Estrella,Windham,Taxon 74(2): 278. 2025 [17 Feb 2025] [epublished],Pteridaceae,,,
